language,reference,prediction,corrected
sei,¡iicp pte nsacaaat aha!,ikpä tensa kataa.,iip tensa hataai
sei,¿háqui quij socaaix queeya?,a kik iks okai hokkeia.,a! ai iis ai hokkeia.
sei,caamiz hipquih he ziix iiqui smimt caha.,כאן משתיק איש ריחי כסממת כה,כאן משתיק איש ריחי כסממת a!
sei,hamoz him xapitol.,amos enjapitos,mos enjapitos
sei,¿me smot queeya?,meshmotk,meshmotk
sei,hax matix xah tootar quih hyoohit.,ḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍ�,ḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍ�
sei,ihiisax com iiqui iscaaij ha z imá ha.,"ich sage mir, dass ich das schaue.","ih saa ma, aasa ih a! schaue."
sei,miizj hacx sonyeeno caha.,míš ak so niennoga.,ma a! oo niennoga.
sei,¿pyeest quij ano coii coi cmaax hant safeaacol queeya?,ḍ្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្�,ḍ្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្�
sei,"cmaacoj cop yecyar quih itcaao ma, yomoqueepe.",mwakuh kop yek yarike it kauma yomokepe.,mwakuh cop ee yarike it caama yomokepe.
sei,pyeest quij cocyaxi ha.,piesttkichkokiaja,piesttkichkokiaja
sei,"hita hiiqui ipoocatx ta x, inyaao quih hsaao aha.",ḍ្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្�,ḍ្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្�
sei,¿intacomca?,vienta conmica.,vienta contica
sei,"eaz coi hant com cöpahpatjc ta x, cösootij aha.",ḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍ�,ḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍ�
sei,¿hax chaaya iiqui tpam?,"אח קיי, היי, כתפם","a! קיי, היי, כתפם"
sei,"ctam zo toc cötiih, xepe com hacx cöyomiih.",קטע משותו קטי חפה גומק חקיומי,קטע משותו קטי חפה גומק חקיומי
sei,"hasaaiti coozlil quih hicaamiz quih iti himo tpazjc, coox iyaháx.",היסייטה גושליסקי אי גמרשקי די מותפשק גוכי יער.,היסייטה גושליסקי a! גמרשקי a! מותפשק גוכי יער.
sei,"pohamoc ta, hpiheexoj, ziix coaafp he scaiitim caha.",פה עמוק תפייך שחקו אף אסקאית עם גאה,a! עמוק תפייך שחקו a! אסקאית a! גאה
sei,hapxa coi hamisj quij ano caamtoj iha.,a překuj a myslíš když ano kam tohle já.,a! překuj a! myslíš když ano a! tohle ha.
sei,ihaapl cap macaatol.,και άψηκα πμακάτουρ.,και άψηκα πμακάτουρ.
sei,zixcám hoyaazi com he scacj caha.,שכם אויה שקומעס ככה,שכם אויה שקומעס ככה
sei,"hant haa pooco ta, haptco hapoolx, hasaticpan aha.",ḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍ�,ḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍ�
sei,cooit iyomís.,こう言っていいよメス,こう言っていいよメス
sei,¿tázoya itisla?,ташуя и тисла.,ташуя z тисла.
sei,"hiisax com tatax ma, xaa hpmotj.",ḍ្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្�,ḍ្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្�
sei,quihehe quij cöiyaticpan hac miizj hacx ixaafin.,կի եմ եմ եմ եմ եմ եմ եմ եմ եմ եմ եմ եմ եմ եմ եմ եմ եմ եմ եմ եմ եմ եմ եմ եմ եմ եմ եմ եմ եմ եմ եմ �,a! a! a! a! a! a! a! a! a! a! a! a! a! a! a! a! a! a! a! a! a! a! a! a! a! a! a! a! a! a! a! a! z
sei,cösihiimat quih hax ihmoocta.,ξηματικά χειμόκτα,ξηματικά χειμόκτα
sei,"milít ihpacoaazj, ma hsamíticot aha.",mescete pacuasa masamete putea,mescete pacuasa masamete pte
sei,¿me zó him quiiya?,me so in dia,me oo an aa
sei,"he tcajíp, cöiquiim hac ah hyoqueepe.",etka hip kukiin maaila jokin.,ata hap kukiin saailx jokin.
sei,"poheenim x, siiscan aha.",koenemme siis kanaa.,koenemme iis canaao
sei,¿hahoot hac itimt?,now look back at him!,ano coom hac a! him
sei,¿ziix hacx tiij coos quij nsahiipet haaya?,שייך תכתיך כוס את הנצאי פתאייה,שייך תכתיך כוס a! הנצאי פתאייה
sei,¡pac he haxólocot!,"ок, я хвост шокот","ha, z хвост шокот"
sei,he hicmiiquet cah hant ihyomaamac.,"hey, make it come to your mama.","ha, ma it com ito your aha."
sei,"ctam, tiix yaticpan quih aamo cahiyat iha.","dann dich ja dich irgendwie anmog, ich ja dir.","an ih aa ih irgendwie anmog, ih aa hi."
sei,hiicx iicx hiij.,"be quick, be quick!","ee quick, ee quick!"
sei,hataai cooxp quih cohsamahjö haa hi.,"i'm very cool, people say i'm not crying.",com very cola people saa com nt crying.
sei,"comcaac quih hax quih tahcaail ma, imatooc iha.","konkratki ach, kiedyś ma imatówki.",konkratki ah kiedyś ma imatówki.
sei,miiqui hpxaatim.,make it happen.,ma it happen.
sei,mitoj coi spáticl aha.,nytchko jsi pati k tě.,nytchko ai pti z ha.
sei,¿halx icatícàpan itá?,¿has creído que te ha panita?,¿hax creído ee ee ha panita?
sei,"hehe hascám an icoyai pac toc contitat, haapa iicp hac iiqui titooij, toii ntimat.",අපි කින්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න,අපි කින්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න
sei,"haaho tintica tahtaxoj ma, cmaax quiipe ha.",अए अदिंग़ा ता खुख माख की पे आग.,a! अदिंग़ा a! खुख माख a! a! ha.
sei,"hehe iiseja cöcootij itaapxölim ma, hax yiifz oo.","איי, איי, סגרקות, תלידה, פרסמה, ארגי אפשר.","איי, איי, סגרקות, תלידה, פרסמה, ארגי אפשר."
sei,¿hizac oo yayáxiya?,y saco de la yagia,z aamo ee aa yaa
sei,"tiix tocooz ma, ctam tintica itaho, iyacomx.",tiertokosmat tammitymilleitä oli ja konga.,tiertokosmat tammitymilleitä ai aa konga.
sei,santaar coi caaytaj coi imcoaatam.,samtarku ikaitah kui ingwatham,samtarku ikaitah ai ingwatham
sei,xiica ccámotam hehe án com ano coom com catl iha.,que queramos también con manocón con captea,ee queramos también coi manocón coi capxa
sei,¿eenim cop me tacozit?,"ja nie wiem, jak to mnie tak oszedł.","aa ai wiem, a! ito me ta oszedł."
sei,somcmiiquet caha.,some quick get-go.,com quih get-go.
sei,"mooin quij impoom impooxi, siimet ihmaa zo nsiihit aha.",ლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლ�,ლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლ�
sei,"caay tintica tatax, iip cop hans iyaalali.",kailin dikatattakkii koko kansi gelallani.,kailin dikatattakkii oo hans gelallani.
sei,¿zóo mita?,show me that.,ho. me aha.
sei,"tiix tmoqueepe ma, ziix iic cöihiipe zo cohyacoiit.","te he jodido que te mas que coi, he puso coya coi.",ee he jodido ee ee ma ee coi he haso coha coi
sei,"hant contipa, sitat queeya?",ante kontiivaa sitten terkeille.,antá kontiivaa iteen terkeille.
sei,"imám ihtaai, comcaac cmajiic tacoi ano hpyeeti.",imammetai kun käältä maheekta kui anupiesti.,imammetai an käältä maheekta ai anupiesti.
sei,"ctam quij heenj xopinl quih chaa z itaai, an iyocazx.",ḍᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗ�,ḍᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗ�
sei,miiqui hscmacatx aha.,make this muck a thot.,ma hi. moca a! ho.
sei,he cmaax mos icaaitom ihmaa zo he szaxö caha.,"פצמר, איך מה שיקה איתם עם משהו השחוקה?","פצמר, איך a! שיקה איתם a! משהו השחוקה?"
sei,he hihihiimet quih hant yohanl.,"ε, είμαι και αντιογάνωσης.","x, είμαι και αντιογάνωσης."
sei,"quih hehe com itaheemn, iti cola yacaai.",y el comentario es tegos ayacal,z ee comentario ee tegos ayacal
sei,ziix hacaapxom quih iyacamot.,σε φακά πονηγή για καμμμόν.,a! φακά πονηγή για καμμμόν.
sei,"hipi hisoj cohtacomzo x, xpanoháx ano hpyoofp.",វ្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្�,វ្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្�
sei,ihamoc quih ccooo tintica iti cohpxiim.,ឍ្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្�,ឍ្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្�
sei,ziix hapapl quih yooctim.,cekha papulki joktim.,caha papulki joktim.
sei,hino miifp.,in no myth.,an ano miih.
sei,ctam cop iiqui toii ihpyopót.,kto mógł iść i to je piąpoty.,ito mógł ih ai ito ee piąpoty.
sei,xiica hapahit pac cohsaaca haa hi.,ḍᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃ�,ḍᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃ�
sei,¡itacl iti cah!,"итак, иди-ка.","итак, иди-ка."
sei,sancaac hipquij zixquisiil ctam mooj poosj conyacótoxot hiihi.,ḍᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗ�,ḍᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗ�
sei,"hast hoox oo quisil tiquij oo haa cöcaafp iha, cöicozaainim hac.",ḍᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃ�,ḍᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃ�
sei,ma hsapánomot aha.,manasapan namuta,manasapan namuta
sei,hax imisil oo cöih iha.,ḍᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃ�,ḍᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃ�
sei,¿mitoj coi tofcoocalcam?,mytówku i tofu kaszkam.,mytówku ai toc kaszkam.
sei,"cmaacoj tiix hapx saailx taa ma, comcaac quih tcooo, itoziit, iyooctam.",ḍ្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្�,ḍ្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្�
sei,halx aanàpx.,أتخاننا بخ,أتخاننا a!
sei,"hapaspoj iicloj pac coleequi itaxcaj ma, hai cop hans iyapootita.",ḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍ�,ḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍ�
sei,quih ano roocö iha.,gianorokuya,gianorokuya
sei,"anxö iisax theemt, mos imoz cmeet iha, iiquet quij comiix tiiquet ma.",ḍᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃ�,ḍᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃ�
sei,me oo me ipáh iha.,me un me paía,me an me aa
sei,hax haxaptim hac cói caama oo ha.,"ak, akap tingak kuyka mawa.",a! aa tingak kuyka aha.
sei,"¡cöhihiim hac ano cöipitaai ta, hacaalim!",kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa,aa aa aa aa aa aa aa aa aa aa aa aa aa aa aa aa aa aa aa aa aa aa aa aa aa aa aa aa aa aa aa aa aa aa aa aa aa aa aa aa aa aa aa aa aa aa aa aa aa aa aa aa aa aa aa aa aa aa aa aa aa aa aa aa
sei,hehe iti icotiin cop haaco cop cöquipoaax iha.,ḍᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗ�,ḍᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗᵗ�
sei,"haapa quih inyaait, moxima.","apa gini, ayat mohem ma?","apa ipi, iyat mohem ma"
sei,"ctam queezi cop tfit, saraapitaj iizi coi itoon, iyahaanpx.",ḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍ�,ḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍ�
sei,tootar ihyalaahi quih iti cöxoaa.,ស្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្�,ស្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្�
sei,moxima quih hpyaaom.,mojen maggi y piau,mooin mazi z pac
sei,"zaah quij ano siizquim taa toc cömiij xo hamác cöhaisx cap hataht, hamoziit.",ვლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლ�,ვლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლ�
sei,"ctam, tiix ano hizi matápolquim.",ктандых оно и живо запущен.,ктандых оно z живо запущен.
sei,heme ma hsacomjc aha.,en memas a,an moma a!
sei,taxma hizaxö iha.,تخمعي شخوية,تخمعي شخوية
sei,haaya?,ay ya,a! aa
sei,"ziix quiijc com canoaa com imocl hac ano toom, miijc.",i'm not going to speak english.,com nt going ito speak english.
sei,haxz apa zo hmiiho.,"עכשיו, פשוט מי אה?","עכשיו, פשוט a! oo?"
sei,¿maría quih intahiipet?,maria ginda ippit,maría ginda imiit
sei,"hiiquet quij iiqui hpahoosj ta x, iisax sheemt aha.",יקדקש יגיבה אוסח דח יסח סם דע,יקדקש יגיבה אוסח a! יסח a! a!
sei,maría quih canoaa zo pedro quih cöiyacóquetot.,maría que canuacho pedro que huya cuquito,maría ee canuacho pedro ee ha cuquito
sei,hax cop cöihiitc hac xoyaam.,אך קופויית ככה ים,a! קופויית ככה a!
sei,"cmaacoj quih queejim quij xiica coopol quih itasi x, iyoxolcö.",y yo con el dedo,z oo coi ee pedro
sei,"hateiictim caziim pac iti itaaom, iionam cöimaafin.",atek tim kashim bak iti taum yi unawm wimafin.,ata him kashim a! iti ctam ai unawm wimafin.
sei,"hap inaail quih hyoqueejc, hant pofii ta hsacaaitic taa.",apinais ki yoke han pofita isa kai dikta,apinais ai oose an pofii iha ai hita
sei,"zixquisiil cop inol cop loolsi pac ano toii ma, iiqui yatofz.","chéreos, que si el copo, y no el copo, lo holsipacano toíma y quillatofus.","chéreos, ee ai ee coom z ano ee coom oo holsipacano moma z quillatofus."
sei,ihpsapnín aha.,ipsap ninnah,hipcap ninnah
sei,pablo quih hihacosot ihi.,pa ʻablog ʻi ʻakos ʻotī ʻi,aa pablo ai ʻakos ooti ai
sei,¡tom pac hino camjc!,"toma, guino, cam.","ma, guino, aamo"
sei,haso quih ihmaa quih iiqui nsahoocapot aha.,aso gī imā gī gī kon sa'oka bota'a,ano a! imá a! a! an sa'oka bota'a
sei,hatcmalx.,à toi!,z toii
sei,"hohra timoca coi anxö ipanzx iti, cmiique timoca itaho, haquix yoop.","hola, timuca.",cola timoca
sei,¿canoaa com ihanaxz quih itqués?,"karena aku, diana, kirites.","karena aku, diana, kirites."
sei,"cohyootni, mos itacl oo cohyootni.","koujoutni, musi taklo koujoutni.","koujoutni, cosi pablo koujoutni."
sei,¡minl quih pte hazázinot!,අපි දැන්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න,අපි දැන්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න
sei,canoaa com xepe eexl iha.,¡cannua con jefe!,¡cannua coi jefe!
sei,"tamoz, ipij com yoopxölim.",там может и пихом ёптры.,там может z пихом ёптры.
sei,hapaspoj hanoocaj quih cpatjc iha.,απασποχάνω καχυπαθκία.,απασποχάνω καχυπαθκία.
sei,"xaa cömisaanpx hac aa ipooh ta x, ziix iic cöihiipe zo hmoozi.",je suis très heureuse de travailler avec vous. je suis heureuse de vous.,ee iis tacs heureuse ee travailler avec vous. ee iis heureuse ee vous.
sei,"ctam quij aapa, cmaam quij aasa aha.",ketemgi hapa wamgi hasa,ketemgi aapa wamgi aasa
sei,"zixquisiil quih xiica an icaai ano yaii quij cöiteemt, iyoohit.",ḍ្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្�,ḍ្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្�
sei,"hacat com iconíp com cohtatni, hanso htnopij ma, yaxi.",ὀ ὁ ὁ ὁ ὁ ὁ ὁ ὁ ὁ ὁ ὁ ὁ ὁ ὁ ὁ ὁ ὁ ὁ ὁ ὁ ὁ ὁ ὁ ὁ ὁ ὁ ὁ ὁ ὁ ὁ ὁ ὁ ὁ ὁ ὁ ὁ ὁ ὁ ὁ ὁ ὁ ὁ �,z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z
sei,"xtoozp hapéc quih iti hptozám, ihyajöazp.",χτός παππέκητοι πτός αμπίλια χωάς ππ.,χτός παππέκητοι πτός αμπίλια χωάς ha.
sei,caay xah hap xah cyanópalcoj iha.,¡gracias a pajar! ya no me paré con huida.,¡gracias a! pajar! aa ano me pac coi huida.
sei,"hita hamcanoiin yaa quih itazni, xepe cöiyosaaij, xiica iti icoiitoj yaa quih cöisaaasxim taa.",វ្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្�,វ្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្�
sei,¡taa iti cöhahiyat!,tai di wa i yat,ai ai aa ai iyat
sei,hácalca hizcoi hant iyaanim.,"а кашка ищь, кое-анде, я не","z кашка ищь, кое-анде, z a!"
sei,ctam ticop hast quij hiicp hac iic iyapaainj.,tam dikap as dikik bagi japan,ctam ticap a! dikik ai aapa
sei,"tihiihom oo ma, hameaaxoj.","de ahí, homo, me ame ajo.",ee ah hamoz me me aha.
sei,"cmaacoj ticop ziix yacoso caaixaj z isoj cöisjiit taa ma, itinj ma, hiza yopanzx.",ḍᵃ ḍᵃ ḍᵃ ḍᵃ ḍᵃ ḍᵃ ḍᵃ ḍᵃ ḍᵃ ḍᵃ ḍᵃ ḍᵃ ḍᵃ ḍᵃ ḍᵃ ḍᵃ ḍᵃ ḍᵃ ḍᵃ ḍᵃ ḍᵃ �,a! a! a! a! a! a! a! a! a! a! a! a! a! a! a! a! a! a! a! a! a! z
sei,"ihyoomjc tax, hehe hamasij zo htaxi, tiix cohyatópatol.",ឍ្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្�,ឍ្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្�
sei,"hai cop intooit ma, cöihaafzx hac iti hoocala cötaanim ma, hant com tcooo yicopol.",අවිවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවව,අවිවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවව
sei,hanso tazo hsahaanpx aha.,안소다 쇼사 암파,안소다 a! a!
sei,hehe hapéc quih hehe hant haníp cop cöscoiimaj caha.,"ε, έ, έ, έ, έ, έ, έ, έ, έ, έ, έ, έ, έ, έ, έ, έ, έ, έ, έ, έ, έ, έ, έ, έ, έ, έ, έ, έ, έ, έ, έ, έ, έ, έ, έ, έ, έ, έ, έ, έ, έ, έ, έ, έ, έ, έ, έ, έ, έ, έ, έ, έ, έ, έ, έ, έ, έ, έ, έ, έ, έ, έ, έ, έ,","x, x, x, x, x, x, x, x, x, x, x, x, x, x, x, x, x, x, x, x, x, x, x, x, x, x, x, x, x, x, x, x, x, x, x, x, x, x, x, x, x, x, x, x, x, x, x, x, x, x, x, x, x, x, x, x, x, x, x, x, x, x, x, x,"
sei,siimet ihyaa quih panaal quih iiqui cohyoneezj.,συμμετια και πανάσκη και κοειονέσχ,συμμετια και πανάσκη και κοειονέσχ
sei,aamo cömahiyat áa.,"amuk, muayah, taa","amuk, muayah, taa"
sei,"ctamcö coi canoaa com iyoqueeezoj, xepe an isiicmolca taa.","tango y canuaco, mi yo que sojé penicidico, chata.","ano z canuaco, ai oo ee isoj penicidico, caha."
sei,"caay cop catol iha yax, hehe iiqui yahahizj.",kaikokattoliä ja ikijäisi.,kaikokattoliä aa ikijäisi.
sei,"hicaamiz quih htapox, cohpmacötim.",ឍ្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្�,ឍ្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្�
sei,he pocooo saticpan caha.,epo ko sa tigpan ka,ano oo aa tigpan aa
sei,xoofp.,hooo,hoox
sei,haqueezi yaai quih hoox iyahisoj.,أكشي يا إيه أو خياء السخ,أكشي a! إيه a! خياء السخ
sei,hant imaasij hipquij ihsahaas aha.,"anbiet maßlich eckig, wie es er aß hat.","anbiet maßlich eckig, ai ee ee a! ha."
sei,"pedro quih taahit ma, ical quih ziix zo cöiyaa ha.",pedro que está etmá y que se esoguyaá,pedro ee antá imá z ee ee esoguyaá
sei,cmiique caacoj apa zo nsiiho aha.,pueblo que cago a 11 horas,pablo ee aamo a! a! haas
sei,insanzaait aha.,insan sya ita.,iisax saa iha.
sei,"hahjö itcoj hac iiqui haaho tintica mihaao iti x, haa nsiifp aha.",aokit ko haki ikiya o tindi ka may awitig ang sifpa.,cooit oo hai ihiha oo tindi aa ma awitig an sifpa.
sei,"pnaacoj án com án cötoizct, hapx hant cöyoome.",나 고한곰 안고도 싹 한 거요.,z 고한곰 안고도 z z ha.
sei,"haas cop ittaxz, iis coi tcooo ma, hant it hac iti toii ma, iyexl.",asko pittas isko it kumoma and it tarit itoima hiye.,aamo pittas is it moma an it haait itoaa hi.
sei,zixquisiil quih haxöl inaail caziim ocoho quih cöimacocta.,ឍ្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្�,ឍ្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្�
sei,haxz cooxi com hiicp cöxopaspx.,אך שקורגום איק פרופסטר,a! שקורגום איק פרופסטר
sei,"comcaii cmaam ihaamac quiih ticap zixcám z iyoyaazi, zixquisiil ctam iiquet quih cöisaahit taa.",ḍᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃ�,ḍᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃ�
sei,¡heecx atjoj!,ich abkühle.,ih abkühle.
sei,haamjö ístalca coi hsiicasim haa hi.,am peste acest cacui secasimai,a! pte acest caazi secasimai
sei,"ihptahaapl, ihpyíxona.",επτά άπτυπη χώνα.,επτά άπτυπη χώνα.
sei,he haaco hpyomama.,e a coppia mamma,ee a! coopa caama
sei,"hataai coi ptiiqui itoocta, cooil quih iyexl.",안녕,a!
sei,xiica cánoloj tamocat hizi mahácatj.,ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ �,z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z
sei,inol cap cöquiij iha.,innoskapkuji hiä.,innoskapkuji hi.
