language,reference,prediction,corrected
sei,hiicx iicx hiij.,"¡ix,ix,ix!","¡ix,ix,ix!"
sei,hataai cooxp quih cohsamahjö haa hi.,hataai cooxp quih fosan haahjöhain.,hataai cooxp quih mosat haahjöhain.
sei,"comcaac quih hax quih tahcaail ma, imatooc iha.","comcaac quih hax quih tacail ma, imatoquea.","comcaac quih hax quih taapl ma, imatoquea."
sei,miiqui hpxaatim.,¡miiqui ipxaatim!,miiqui ipxaatim!
sei,mitoj coi spáticl aha.,¡mitoj coi statquec haa!,¡mito coi statquec haa!
sei,¿halx icatícàpan itá?,¿halx ixat íic taa pan ita?,halx iyat iic taa an itac
sei,"hehe hascám an icoyai pac toc contitat, haapa iicp hac iiqui titooij, toii ntimat.","hehe hascám an icoyaai pah cötacontita, haa pah quiicp haa quih itooilc, toii ntimat.","hehe hascám an cocyaai ah cötacontita, haa ah quiic haa quih itooilc, toii ntipat"
sei,"haaho tintica tahtaxoj ma, cmaax quiipe ha.",haahot intica ta xo xömat ma x quiipe aha.,haaho ntica ta xo xömat ma x quiipe aha.
sei,"hehe iiseja cöcootij itaapxölim ma, hax yiifz oo.","hehe isijacootil itapxöl ma, hax yifzo.","hehe isijacootil hapxöl ma, hax yifzo."
sei,¿hizac oo yayáxiya?,¿isacoy ayáxiya?,¿isacoy cayáxiya?
sei,"tiix tocooz ma, ctam tintica itaho, iyacomx.","tiix to coozmat tam tintica itah, ooyacomj.",tiix oo coozmat am tintica itaho ooyacomj.
sei,santaar coi caaytaj coi imcoaatam.,¿santar coi icaaitaj coi imcoaatam?,¿santar coi caaixaj coi imcoaatam?
sei,xiica ccámotam hehe án com ano coom com catl iha.,¡xiica tcamotám he he án com ano coom com catle aha!,¡xiica tcamotám he he án com ano coom com cafee aha!
sei,¿eenim cop me tacozit?,¿he ním cop me tacózit?,he am cop me tacozit?
sei,somcmiiquet caha.,¡som cömiiquet caha!,¡tom cmiique aha!
sei,"mooin quij impoom impooxi, siimet ihmaa zo nsiihit aha.","moin quij impoem impooxi, ziim iti maazim siihit aha.","coi quij impoem ihpooxi, miim iti caanim ihsiihit aha."
sei,"caay tintica tatax, iip cop hans iyaalali.","caay intica tat ta x, iip cop hansiyaalali.","caay ntica ta ta x, iip cop hansiyaalali."
sei,¿zóo mita?,¿zó me taa?,¿zó me taa
sei,"tiix tmoqueepe ma, ziix iic cöihiipe zo cohyacoiit.","tiix comqueepca ma, z iic coi iipp zo coya coiit.","tiix comqueepca ma, z iic coi iicp zo cola coi."
sei,"hant contipa, sitat queeya?",¿hant contica sítaj queeya?,¿hant contica satoj queeya?
sei,"imám ihtaai, comcaac cmajiic tacoi ano hpyeeti.","imám itaai, comcaac cmajiict coi ano pyeetim.","imám itaai, comcaac cmajiic coi ano pyeetim."
sei,"ctam quij heenj xopinl quih chaa z itaai, an iyocazx.","ctam quij heenx cohpenj quih cöicaazit haa i, hant iyocazaj.",ctam quij heecx cohpenj quih cöihaait haa ih hant iyocazjoj.
sei,miiqui hscmacatx aha.,miiquesc mocax áa.,miiquesc moca áa.
sei,he cmaax mos icaaitom ihmaa zo he szaxö caha.,pecmaax mos iicaaitam ihmaa zo hezaxo caat.,cmaax mos icaaitom ihmaa zo hezaxo caaha
sei,he hihihiimet quih hant yohanl.,he ihiimet quih hant yoaazl.,he hiime. quih hant yoaazl.
sei,"quih hehe com itaheemn, iti cola yacaai.","quihe he com itaa heám, iti cola yacaai.",quih he com itaai heme iti cola hacaaiz
sei,ziix hacaapxom quih iyacamot.,¡zix hacaapjom quih iyacamot!,¡ziix hacaapxom quih iyacamot!
sei,"hipi hisoj cohtacomzo x, xpanoháx ano hpyoofp.","hipi isoj, cohtacom zo x, panoha x ano hpyoofp.","hipi isoj cohtacom zo x, canoaa x ano cöyoofp."
sei,ihamoc quih ccooo tintica iti cohpxiim.,ihamoc quih cootint iiqui ticat icohpxiim.,ihamoc quih cooit iiqui ticap icohpxiim.
sei,ziix hapapl quih yooctim.,ziix apapl quih hyoectim.,ziix hapapl quih hyictim.
sei,hino miifp.,¿hin oo miift?,"hin oo miifp,"
sei,ctam cop iiqui toii ihpyopót.,ctam cop iiqui toii ihpyopot.,ctam cop iiqui toii ihpyopot.
sei,xiica hapahit pac cohsaaca haa hi.,xiica hapáh ipacoh saaca haa hi.,xiica hapáh ipac caaha haa hi.
sei,¡itacl iti cah!,itacl itiihca.,itacl itiihca.
sei,sancaac hipquij zixquisiil ctam mooj poosj conyacótoxot hiihi.,"sanca hac hipquij, zixquisiil tam, moj pooosj, conyacotoxot iihi.","capca hac hipquij zixquisiil ctam, mos poosj conyacotoxot iihi."
sei,"hast hoox oo quisil tiquij oo haa cöcaafp iha, cöicozaainim hac.","hast ohoc isil tiquij oo ha cöcaafp iha, cöicozaainim hac.","hast cooc ihi, tiquij oo ha cöcaafp iha, cöicozaainim hac."
sei,ma hsapánomot aha.,maa hsapanomot aha.,maa hsapanomot aha.
sei,hax imisil oo cöih iha.,haax imisi loc cöihih aha.,haa cmis toc cmiih aha.
sei,¿mitoj coi tofcoocalcam?,¿miitoj coi itofc coocalcam?,oiitoj coi itac coocalcam?
sei,"cmaacoj tiix hapx saailx taa ma, comcaac quih tcooo, itoziit, iyooctam.","cmaacoj tiix hapx saailx taa ma, comcaac quih tcooo, itoziit iyooctam.","cmaacoj tiix hapx hsaailx taa ma, comcaac quih tcooo itjiit iyooctam."
sei,halx aanàpx.,halx haa napx.,halx haa hapx
sei,"hapaspoj iicloj pac coleequi itaxcaj ma, hai cop hans iyapootita.","hapaspoj iicloj pac cole quih taxcaj ma, haai cop hansiyapoohtita.","hapaspoj hinloj pac col quih taasaj ma, haai cop hansiyapoohtita."
sei,quih ano roocö iha.,¿quíh ano roocö iha?,¿quíih ano roocö aha?
sei,"anxö iisax theemt, mos imoz cmeet iha, iiquet quij comiix tiiquet ma.","anjo isax temc, mosim himoz cömeet iha, iiquit quij coomix tiquit ma.","ano iisax teme cosi himoz cömeet iha, iiqui quij comiix tiquih ma."
sei,me oo me ipáh iha.,¿me oo me pahiya?,¿me oo me yaaiya?
sei,hax haxaptim hac cói caama oo ha.,hax hax hapti ngac cöquicaam oo ha.,hax hax hapi haac cöquicaam oo ha.
sei,"¡cöhihiim hac ano cöipitaai ta, hacaalim!","cöihiim hac ano cöipitaaita, hacaalim.","cöihiim hac ano cöipitaaita, htacaalim,"
sei,hehe iti icotiin cop haaco cop cöquipoaax iha.,hehe iti coohitim cop haa cocop cöipxo haax iha.,hehe iti icoohitim cop haa cocom cöipxo haa iha.
sei,"haapa quih inyaait, moxima.",haap hac inyaait moxima.,caap hac ihyaai moxima
sei,"ctam queezi cop tfit, saraapitaj iizi coi itoon, iyahaanpx.","tam queezi cop tfit, saraap itaj, iiz icoi iton iyahaampx.","am haqueezi cop tiij, saraapi ctam, hiz coi hitoj iyahaanpx."
sei,tootar ihyalaahi quih iti cöxoaa.,tootar ihyal áa he quih iti cöxooa.,tootar hyaa áa he quih iti cöxoom
sei,moxima quih hpyaaom.,moxima quih ihpyaaom.,moxima quih ihpyaajc.
sei,"zaah quij ano siizquim taa toc cömiij xo hamác cöhaisx cap hataht, hamoziit.","zaah quij ano siizquim tatoc cömiij xo hamác cöhaesx cop hataht, hamozit.",zaah quij ano hsiiquim cato cömiij. xo hamác cöhaesx cop hataht hamoizct.
sei,"ctam, tiix ano hizi matápolquim.","ctaam, tiix ano haizim atápolquim.","cmaam, tiix ano haazi! yotápolquim."
sei,heme ma hsacomjc aha.,hem mem ahsacomjc aha.,he me ahsacomjc aha.
sei,taxma hizaxö iha.,tax ma hizaxö iha.,tax ma hiza iha.
sei,haaya?,¡haaya!,chaaya
sei,"ziix quiijc com canoaa com imocl hac ano toom, miijc.",ziix quiij com canoaa com himocla canotom miij.,ziix quiij com canoaa com imocl caaitom miij.
sei,haxz apa zo hmiiho.,haxzaapa zo hmiih oo.,haxaaza zo cmiih oo.
sei,¿maría quih intahiipet?,¿maría quih intahipit?,maría quih contahipit?
sei,"hiiquet quij iiqui hpahoosj ta x, iisax sheemt aha.","iiqui tquij iiqui pahoosj ta x, iisax seemt aha.","iiqui quij iiqui poosj ta x, iisax cheemt aha."
sei,maría quih canoaa zo pedro quih cöiyacóquetot.,maría quih canoaa zo pedro quih cöiyacóquitot.,maría quih canoaa zo pedro quih cöiyacóquitot.
sei,hax cop cöihiitc hac xoyaam.,hax cop cöihiiitc hac xöyaam.,hax cop cöihiiitc hac cöyaas.
sei,"cmaacoj quih queejim quij xiica coopol quih itasi x, iyoxolcö.","cmaacoj quih queejim quij, xiica coopol quih itasix, iyoxolc.","cmaacoj quih teejim quij, xiica coopol quih ihtasi, iyoxolc."
sei,"hateiictim caziim pac iti itaaom, iionam cöimaafin.","hatei cötim caciim pac itihtaom, iiunam, cöimaafin.","hatee cactim cactim pac itihtaom, iiunam, cöimaafin."
sei,"hap inaail quih hyoqueejc, hant pofii ta hsacaaitic taa.","hap inaail, quih ihyoqueegc, hant pofii taa, ihsacaaiti cötaj.","hap inaail quih ihyoqueegc, hant pofii taa, ihsacaaiti cötafp"
sei,"zixquisiil cop inol cop loolsi pac ano toii ma, iiqui yatofz.","ziix quisiiil cop, inol cop lool sipac ano toii ma, iiqui yatofz.","ziix quisiil coi, inol cop ool ipac ano toii ma, iiqui yajoz."
sei,ihpsapnín aha.,ihpsapnin aha.,ihpsapnin aha.
sei,pablo quih hihacosot ihi.,pablo quih hacosot iihi.,pablo quih hacoaat iihi.
sei,¡tom pac hino camjc!,¿toompac inocamjc?,¿toompac inocamjc?
sei,haso quih ihmaa quih iiqui nsahoocapot aha.,haso quih ihmaa quih iiqui consahoocapot aha.,haso quih ihmaa quih iiqui cohsahoocapot aha.
sei,hatcmalx.,¿hantc maalx?,¿hant maalx?
sei,"hohra timoca coi anxö ipanzx iti, cmiique timoca itaho, haquix yoop.","hohorat imoca coi hanxö ipanzx iti, cmiil quih timoca itaho, hacquix yoop.","hohorat imocl coi anxö ipzx iti, cmiih quih timoca itaho, haquix yoop."
sei,¿canoaa com ihanaxz quih itqués?,¿carnoaa com pyaenáxz quih itquees?,¿canoaa com pyaenáxz quih itquees?
sei,"cohyootni, mos itacl oo cohyootni.","cohyootni, mos itaclo cohyootni.",cohyootni mos itacl cohyootni
sei,¡minl quih pte hazázinot!,¿minl quih pteeha z azin oo?,inl quih pteeha z an oo?
sei,canoaa com xepe eexl iha.,canoaa com xepeexl iha.,canoaa com xepeexl iha.
sei,"tamoz, ipij com yoopxölim.",tamoz hipij com yooplxim.,tamoz. hipi com yooplxim.
sei,hapaspoj hanoocaj quih cpatjc iha.,hapaspoj anoocaj quih ipatj quih ha.,hapaspoj hanoocaj quih cpatj quih ha.
sei,"xaa cömisaanpx hac aa ipooh ta x, ziix iic cöihiipe zo hmoozi.","xaac com saamt xacaiiihp oo ta x, ziix iic cöihiiip zo moozi.","haac com haait xacaiiihp oo ta x, ziix iic cöihiim zo mooza."
sei,"ctam quij aapa, cmaam quij aasa aha.","ctam quij haa pah, cmaam quij haas aha.","ctam quij haa cah, cmaam quij haas aha."
sei,"zixquisiil quih xiica an icaai ano yaii quij cöiteemt, iyoohit.","ziix quisiiil quih xiica an icaai, ano yaai quij cöitemp ihyooit.",ziix quisiil quih xiica an icaai ano yaai quij cöitníp ihpooin.
sei,"hacat com iconíp com cohtatni, hanso htnopij ma, yaxi.","¡hácat com, icon ip com, cöhotapni, hanso hcnopj ma, yaxi!","hacat com, coi ih com, cöhotapni, hanso hcnopj ma, casi!"
sei,"xtoozp hapéc quih iti hptozám, ihyajöazp.","xtoozp hapéc quih iti ptozam, iyahxoazp.","ctoozi hapéc quih iti ptozam, iyahxoazp."
sei,caay xah hap xah cyanópalcoj iha.,caay xah hapx ah hyangápalcoj iha.,caay xah hapx ah hyangápalcoj iha.
sei,"hita hamcanoiin yaa quih itazni, xepe cöiyosaaij, xiica iti icoiitoj yaa quih cöisaaasxim taa.","hitaan canoim yaa quih itazni, xepe cöiyosaaij, xeica iti cöitoj yaa quih cöisaasxim taa.","hataai caanim yaa quih itatni, xepe cöiyosaaij, xiica iti hitoj yaa quih cöisaasxim taa."
sei,¡taa iti cöhahiyat!,¿taaiti cöahiyat?,¿taaiti cöahiyat?
sei,hácalca hizcoi hant iyaanim.,"hacalcahizcoi, hant iyaanim.","hacalcahizcoi, hant hyaanim."
sei,ctam ticop hast quij hiicp hac iic iyapaainj.,"tamt icap, hast quij iicp hac iiqui yapaainj.","hamt ca, hast quij iicp hac iiqui yapaainj."
sei,"tihiihom oo ma, hameaaxoj.","tihii homo ma, ham yaaxoj.","hihiij himo ma, am iyaazoj."
sei,"cmaacoj ticop ziix yacoso caaixaj z isoj cöisjiit taa ma, itinj ma, hiza yopanzx.","pmaacoj ticop, ziix yacósocaaixaj, zisoj cöisjiita ma, itinjc ma, hizayopanzx, taa.","cmaacoj ticop ziix yacósocaaixaj, hisoj cöimjiit. ma, itinjc ma, hizayopanzx, taa."
sei,"ihyoomjc tax, hehe hamasij zo htaxi, tiix cohyatópatol.","ihyooomjc ta x, hehe yaa masij zo htax i, tiix cohiyatópatol.","ihyoomjc, ta x, hehe yaa casi! zo hax ih tiix cohiyatópatol."
sei,"hai cop intooit ma, cöihaafzx hac iti hoocala cötaanim ma, hant com tcooo yicopol.","hai cop intooit ma, cöihaaflx hac iti, coocal hac cötanim ma, hant comt cooyicópol.","hai cop intooit ma, cöihaaflx hac iti, cooc hac caanim ma, hant com cooyicópol."
sei,hanso tazo hsahaanpx aha.,hansotazo sa haampx aha.,hansotazo aa haaix aha.
sei,hehe hapéc quih hehe hant haníp cop cöscoiimaj caha.,hehe hapéc quih hehe hant an hipcop cöscoiimajc aha.,hehe hapéc quih hehe hant an hipcop cöscoiimajc aha.
sei,siimet ihyaa quih panaal quih iiqui cohyoneezj.,siim iti hyaa quih panal quih iiqui cohyooneezj.,siim iti hyaa quih panaal quih iiqui cohyooneezj.
sei,aamo cömahiyat áa.,haamoc moa iya táa.,haac ma iha taa.
sei,"ctamcö coi canoaa com iyoqueeezoj, xepe an isiicmolca taa.","ctam coi canoaa com iyokeezoj, xepe an isiicolca taa.","ctam coi canoaa com iyokeezoj, xepe an isiicolca taa."
sei,"caay cop catol iha yax, hehe iiqui yahahizj.","caay cop cattol ihaaya, hehe, iiqui yaa hizj.",caay cop cato chaaya hehe iiqui yaa hi.
sei,"hicaamiz quih htapox, cohpmacötim.","caamiz quih itapcoj, cohocp mactim.","caamiz quih itaacloj, cooc cactim"
sei,he pocooo saticpan caha.,he pocoos haticpan caha.,he coos saticpan caha.
sei,xoofp.,xoof.,moom.
sei,haqueezi yaai quih hoox iyahisoj.,hacezi yaai quih hoox iyahisox.,hazi yaai quih hoox iyahisox.
sei,hant imaasij hipquij ihsahaas aha.,"hant imaaestij iiquij, ihsahas aha.",hant imaaestij iiqui hsahaa aha.
sei,"pedro quih taahit ma, ical quih ziix zo cöiyaa ha.","pedro quih taahit ma, hicalquih ziix zo cöiyaaha.","pedro quih saahit ma, hicalquih ziix zo cöiyaai."
sei,cmiique caacoj apa zo nsiiho aha.,"cme quih cacoj haa pa, zo nsiih o ha.","me quih caacoj haa ca, zo hsiih oo ha."
sei,insanzaait aha.,insanzaait aha.,insanzaait aha.
sei,"hahjö itcoj hac iiqui haaho tintica mihaao iti x, haa nsiifp aha.",haahoj itcoj hac iiqui haaho tintica mihaah oitix haan siifp aha.,haahjoj ancoj hac iiqui haaho tintica hihaai itix haa siifp aha.
sei,"pnaacoj án com án cötoizct, hapx hant cöyoome.","tnaacox an com anxö hatozst, hapx hant cöhayooome.","pnaacoj an com anxö hatozst, hapx hant cöhayooome."
sei,"haas cop ittaxz, iis coi tcooo ma, hant it hac iti toii ma, iyexl.","haas cop ittaxz, isco itcoo ma, hant ittax ititooi ma, iyexl.","haas cop ihtaxi, iic icoos ma, hant iitax ititooi ma, iyexl."
sei,zixquisiil quih haxöl inaail caziim ocoho quih cöimacocta.,zixquisiil quih haxöl inaail caziim hoocoho quih cöimacocta.,zixquisiil quih haxöl inaail saziim hpooho quih cöimacocta.
sei,haxz cooxi com hiicp cöxopaspx.,"haxz cooxe com, hipx oo pastpx.","haxz coox com, hapx oo pastpx."
sei,"comcaii cmaam ihaamac quiih ticap zixcám z iyoyaazi, zixquisiil ctam iiquet quih cöisaahit taa.","comcai cmaam ihaa mac quiihit cap, zixcám z iyoyaazi, zixquisi ltam iiqui itqui, cöisahit taa.","comcaii cmaam chaa hac quiicot ca, zixcám z iyoyaai. zixquisiil ctam iiqui iiqui cöihaait taa."
sei,¡heecx atjoj!,hec hatxoj.,eec haxoj
sei,haamjö ístalca coi hsiicasim haa hi.,haamjö istalca coi siic cah simaahi.,haamjö istalca coi hiic cah simaahi.
sei,"ihptahaapl, ihpyíxona.","ihptihaapl, ihpyaxon aha.","ihptihaapl, ihpyaxon aha."
sei,he haaco hpyomama.,he haaco hpöyomám áh.,he haaco hpöyomám áa.
sei,"hataai coi ptiiqui itoocta, cooil quih iyexl.","hataai coi iiqui toca, ooiij iyax.","hataai coi iiqui ca, coii iya."
sei,xiica cánoloj tamocat hizi mahácatj.,"xeica canoloj tamocat, hizim ahácatj.",xiica canoj tamocat hizi ahácatj.
sei,inol cap cöquiij iha.,hinnol cap cöquiij iha.,hinol cap cöquiih iha.
sei,"haas ixaai cömicazlil hac miixaj quih pinej ta x, ma hsacázatol aha.","haasix haa ihi cmacazalim hac miixaj quih pinij, ta x, ma hsacazatol aha.","haaix haa hi cmacazalim hac miixaj quih tiij, ta x, ma hsacazatol aha."
sei,¡hiiqui hiin!,¡ih quih!,ih quih
sei,¿haaco cop cöitayaxi?,¿haaaco cop cöitayaxi?,haaco cop cöitayaxi?
sei,icozim cop hax cöiifp oo cöquiih iha.,"icozim cop, hax cöquiifp oo cöquiih iha.","icozim coi, hax cöisiifp oo cöquiih iha."
sei,"ctam, ¡aih!","¿ctam, haai?","¿ctam, haai"
sei,xaa misqueetx aha.,¡xaam isqueet xaha!,¡xaa isqueet aha!
sei,"cmaacoj quij itaaij iizc com itxáp, itanoohcö, ano mxaap.","cmaacoj quij itaaiquiz com itxap, it anooh ano xah.","cmaacoj quij itaaiquiz com itaai, it ahoot ano cah."
sei,hizac iti hiifp tomcoj cohpxaah.,"¡hiza quih tihiif, tomcoj cop xa ha!",hiza quih tihiiha tomcoj cop aa aha!
sei,"zixquisiil cop ziix coaatjö quij itcápx, imozít quij oyacj quih iite ma, iyoohit.","ziix quisii cöcacö, ziix coaatj quij itcaapx, himoziit quij hoyacö quij iitim ma, iyooherit.","ziix quisiil cöcacö, ziix coaatjö quij itcaapx, himoziit quij hoyacj quij iictim ma, iyoohit."
sei,hitj cap yomoosni.,¿itj cap yomooosni?,hita cap yomooosni?
sei,¿pac itacötoj?,pacitactoj.,pacitactoj.
sei,"¿zó cyaxi chaaya, tquiilo?",¡zópiax xe caai hat iginop!,¡zópiax he caai ha iginop!
sei,¿itcazx?,¿itcazx?,¿itcazx?
sei,¡mos zo hmoozi!,mozamozi.,mozamozi.
sei,"taax hapocooo x, cöhasmiipla aha.",taax hapocoox cöhasmípl aha.,taax hapocoox cöhasmípl aha.
sei,ctam imitóm quih yoofp.,ctamim itom quih yoofp.,caamiz tom quih yoofp.
sei,¡cafee an ipaztoj quij hamác iti hcaaix!,cafee an ipaztoj quij hamác quih iti hcaaix.,cafee an haaztoj quij hamác quih iti haaix
sei,misoj me yapxazl.,misoj meeyapxazl.,misoj meeyapxazl.
sei,itoj quih hax yinópasoj oo.,"hitoj quih hax, ino pasoj oo.","hitoj quih ha, ano canoj oo."
sei,"heme cöiquiin hac ziix quih hayaa quih hipi seehe cöhapá, taax oo speque aha.","heme cöiiqui inac ziix hayaa quih ipishe cöapaa taax, speque ha.","heme cmiique imac ziix hayaa quih ipehe caapxa taa, cmeque ha."
sei,hant iti hayaii hizac cöhayitooij.,"hant iti hayai hizac cövaii, tooij.","hant iti haai hizac cövaii, toocj"
sei,¿intacaacat?,¿intacaacat?,¿intacaacat?
sei,he ziix z imiihj iha.,he ziix cözimiij iha.,he ziix cöimiih iha.
sei,hoficj coopol quih cmaax queejim iha.,¡hofix coopol iicma x quih iijim iha!,¡hoox coopol hiima x quih csiijim aha!
sei,yécyaroj coi caaytaj coi imapáncojc.,yecyaroj coi caaitaj coi imapáncojc.,yecyar coi caaixaj coi imapáncojc.
sei,"coi tmaaitom ipi, ihipon iyipix.","cooot maa itomii pi, iiipon iiipix.","cooit maa immii ipi, ihipon imiiix."
sei,"hacat cmaam zo htaho, iisax quihiih cah cohtatni, toii cohyaaipj.","hacat cmaam zo htaho, isax quihiih cah, tcohtatni, tooi coh yaaipj.","hacat cmaam zo htaho, iisax quihiih cah, cohtatni toii cah saaipj"
sei,oo.,¡ho!,ah!
sei,xepe quih ooxquim timoca hin iyahiyat.,"xepe quih hooxim, timoca, hin iyahiyat.",xepe quih hooxi timoca hin iyahiyat.
sei,hamcanoiin quih hax xaaxat oo.,hamcanoim quih haxaa xah too.,hamcanoiin quih hayaa xah oo.
sei,"canoaataj he ipazlca com xaa hapaaipt ta x, mos ihmaa pac isiimlajc aha.","canoaataj quee he pazlca com xaa hapai ta x, mos ihmaa pac heest, isiimlaj caha.","canoaataj quee he pazlca com xaa haai ta x, mos ihmaa pac heecto isiimlajc caha."
sei,ziix he xacoaat.,¡ziix he haquát!,¡ziix he haquát!
sei,"ilít quij ittánala x, tásaquim x, hant quih iti miij.","hilít quih tanalax, tasajquim x, hant quih timiij.","hilít quih tanalax, tasajquim x, hant quih cömiij."
sei,himita ha.,¡imita ha!,piita aha!
sei,"ctam, tiix ziix cmiipla quih toii iyahoocp.","ctam tiix, ziix cmeapla quih toiyahoocp.","ctam tiij, ziix cmiipla quih toiyahoocp."
sei,"tiimotoj toc cötoii, yoque.","tiimotoj, toc toiyoque.","tiimotoj, toc toiyoque."
sei,"hax thoopatj oo ma, canoaa z ano hatahca ma, hanso hizi iicanij cah hayoozcam.","hax toop hattjo ma, canoaa zo an htahca ma, hanso hizicaanij cah hayoozcam.","hax hoop haptco ma, canoaa zo an caahca ma, hanso hizicaanij cah yoozcam."
sei,"cmaam quij toop, ziix quih an iic cömiipe.","cmaan ijcoop, ziix yan cömiipe.","cmaa ijcoop, ziix an cömiip."
sei,¿zó zaahya itizaah?,¡zó zah iti z aha!,¡zó ah iti z aha!
sei,¿xicaquiziil coi hant cösomíxojoj queeya?,xiicaquiziil coi hant zo mixjö oo cöiya.,xicaquiziil coi hant zo miij. oo coya.
sei,ihpyohaait.,ihp yohaait.,ih iyocaait.
sei,queelx caacoj quih canoaa cheel quih iica coom iha.,queelx caacoj quih canoaa queel quih icacooomi ha.,queelx caacoj quih canoaa quee quih icacooomi ha.
sei,ihyaazi quih iiqui hpyaapca.,ihyaazi quih ihpyapca.,ihyaai quih ihpyaapxa.
sei,he iicp me hpyooitom.,he iicp me hpyooitom.,he iicp me hpyooitom.
sei,¿zó ma htai?,¡zó ma htaai!,"¡zó ma htaai,"
sei,hamazaj quij mitacl hac ano quiij iha.,hamazaj quij mitacl hac ano quiij iha.,hamazaj quij itacl hac ano quiij iha.
sei,"sahmees caacöl pac he itámlajc ma, ano hmeemjöc.","sahmeescaacl pahqueetámlajc ma, ano hmeemjöc.","sahmeescaacl pahqueetámlajc ma, ano hmeemjöc."
sei,"ta x, spaii aha.",taax spay aha.,taax caay aha.
sei,"xiica hapahit hoyaat quih teme ma, haxoj cötootij ma, haxöl hatapt, hayooitoj.","xiica hapahit hoyaat quih teme ma, haax hoxtotij ma, haxöl hatapn, hayoitoj.","xiica hapahit haat quih teme ma, haa hoxtotij ma, haxöl hataai, hayoitoj."
sei,"haxz cop miist quij hantaxl haquix cötap ma, miist quij yajoz.","haxz cop miist quij hantaxl't, haquix cötaap ma, miist quij yajoz.","haxz cop miicp quij hantaxl't, haquix cötafp ma, miicp quij yajoz."
sei,¿haac intapaspx?,¡haac in tapaspj!,haac an tapaspj!
sei,¡iti azám!,¡it ihazám!,it azám!
sei,iicp me caticpan iha.,iicp me cat iicpan iha.,iicp me ca iicp iha.
sei,tiix iti cöisyáx haa hi.,tiix iti cöisahkaai.,tiix iti cöisahkaai.
sei,haptco hpmoneaax.,hapt cohpmon yaax.,haat cohpmon iyaamx.
sei,"¡ziix quiisax ihmaa quij impooho x, iquiisax quih quiipe quih iiqui hqueetx!","zixquih isax ihmaaic himpoho x, ihquih isax ihquip iiqui iiqui hqueetx.","hipquih iisax ihmaa himpoho x, hipquih iisax iiqui iiqui iiqui mqueetx."
sei,me hsiimjc aha.,me hsiimjc aha.,me hsiipjc aha.
sei,micaamiz quih xohaait.,micaamiz quih xohaait.,hicaamiz quih xöaait.
sei,¡coocj xah capxa camjc!,¡cöcx ha cöcapx ah ha camjc!,¡coox ha ccap ah ha camjc!
sei,haquejöc pac ihsanoocaj haa hi.,¿haacajöc pac isanoocaj haa hi?,¿haacajöc pac hanoocaj haa hi
sei,hiiqui yoopca.,¿iiqui yoopca?,hiiqui coopya?
sei,hax cop hehe an icaaij quij iti cöyajoz.,hax cop hehe an icaaij quij iti cöyaajoz.,hax cop hehe an icaai quij iti cöyajoz.
sei,"¿an icojiit zo hapacta pte hpaainim ta, cösihmeel haaya?","an icojiit zo hapác ta, te hpaainim ta, cösiihmeel haaya.","an icoohit zo hamác ta, he hixaainim ta, cösiihmeel haaya"
sei,¡halx xah máápl!,halx xahmaapl.,halx xahmaapl.
sei,"zixquisiil yaazi quih itsanj, ata quih cöiyaaix.","zixquisiil yaa z iiqui itanj haa taai, cöiyaaix.","zixquisiil yaa z iiqui ihanl haa htaai, cöiyaai."
sei,"hacat cmaam zo cohtatni ma, hitís he iyocazit.","hacatcmaam zo cohtatni ma, ihhtis, hee iyocázit.","hacatcmaam zo cohtatni ma, ihhtis, hee iyacozit."
sei,¿canoaa aapaya?,¿canoaa hapahya?,¿canoaa haaya?
sei,trooqui hax ai imahii oo zo hyexl.,"trooqui haxai ma, hiin zo hyexl.","trooqui haai ma, hiic zo iyexl."
sei,"cmajiic coi hant seenel hapáh hac ano toii, anxö xöasi.","cmaxiico ihant seeenel hapáh hac ano tooi, anxö xöasi.","cmajiic hant seeenel hapáh hac ano toii, anxö xasii."
sei,cmaax hehe an icaaij ihyaa quij iteen hac ihszaaij aha.,"cmaax hehe han icaaij, iyaa quij iteenac ihszaaij aha.","cmaax hehe an ihcaaij, cyaa quij iteen ihsaacj aha."
sei,taax icaaitom imiipe ha.,"taax icaaitom, imiip iha.",taax icaaitom imii. iha.
sei,zixquisiil quij hizac iti hcaaix saalim.,"quisiil ticj, hizac iti hcaaix, saalim.","quisiil tiij, hizac iti haaix saalim"
sei,yaticpan quih iiqui croocö iha.,yaticpan quih quih prooque aha.,yaticpan quih quih trooqui aha.
sei,pablo quih hant he yoiis.,paablo quih hant he yoiis.,pablo quih hant he yiih.
sei,ano hihitj quih haat ix pac iyotopl.,"hano ihitj iha, tiix pac iyohtopl.","ano hihitj iha, tiix pac iyotopl."
sei,he zixcám zo quihit iha.,he zixcám zo quih hiiti ha.,he zixcám zo quih hiite ha.
sei,iti hmiiha quij ihsanzaait aha.,itih miih hac quij ihsan saait aha.,iti cmiih hac quij ihsaa haait aha.
sei,eenim cosi quih hant ihyoocatx.,eenim cosi quih hant ihyoocatx.,eenim cosi quih hant hyoocatx.
sei,ziix zo cöiyozaxö.,ziix zo cöiyoozax.,ziix zo cöiyoozax.
sei,yaaco cop xitaj.,yaaco cop xiitaj.,yaaco cop xiitaj.
sei,¡haa xah iifp quih tahátàxo a!,haax ah iifp quih tahaatrax o ha.,haa ah iicp quih tahaatrax oo ha.
sei,eenim quiix quij mineehj.,eenim quiiix quij mineej.,eenim quihiih quij minej.
